* Disclaimer:
* THIS FILE IS PROVIDED AS IS AND WITH:
* (A)  NO WARRANTY OF ANY KIND, express, implied or statutory, including any implied warranties of merchantability, fitness for a particular purpose and noninfringement, which Infineon disclaims to the maximum extent permitted by applicable law; and
* (B)  NO INDEMNIFICATION FOR INFRINGEMENT OF INTELLECTUAL PROPERTY RIGHTS.
* LIMITATION OF LIABILITY:  IN NO EVENT SHALL INFINEON BE LIABLE FOR ANY DIRECT, INDIRECT, SPECIAL, INCIDENTAL, OR CONSEQUENTIAL DAMAGES (INCLUDING LOST PROFITS OR SAVINGS) WHATSOEVER, WHETHER BASED ON CONTRACT, TORT OR 
* ANY OTHER LEGAL THEORY, EVEN IF ADVISED OF THE POSSIBILITY OF SUCH DAMAGES.
* © 2020 Infineon Technologies AG. All rights reserved

Release:
	version 3.0

Tag	,	Weight	,	NetA, NetB	,	Device
Defect_Short_516	,	1	,	vss!, xdut.xi7.xi72.net9	,	xdut.xi7.xi72.xi33.mntrans11
Defect_Short_517	,	1	,	vss!, xdut.xi7.xi72.net9	,	xdut.xi7.xi72.xi31.mntrans11
Defect_Short_518	,	1	,	vss!, xdut.xi7.xi72.net9	,	xdut.xi7.xi72.xi34.mntrans11
Defect_Short_519	,	1	,	vss!, xdut.xi7.xi72.net14	,	xdut.xi7.xi72.xi47.mntrans11
Defect_Short_520	,	1	,	vss!, xdut.xi7.xi72.net14	,	xdut.xi7.xi72.xi48.mntrans11
Defect_Short_521	,	1	,	vss!, xdut.xi7.xi72.net11	,	xdut.xi7.xi72.xi48.mntrans11
Defect_Short_522	,	1	,	vss!, xdut.xi7.xi72.net11	,	xdut.xi7.xi72.xi33.mntrans11
Defect_Short_523	,	1	,	vss!, xdut.xi7.xi72.net11	,	xdut.xi7.xi72.xi31.mntrans11
Defect_Short_524	,	1	,	vss!, xdut.xi7.xi72.net11	,	xdut.xi7.xi72.xi35.mntrans11
Defect_Short_525	,	1	,	xdut.net14, xdut.xi68.xi105.net25	,	xdut.xi68.xi105.mntrans36
Defect_Short_526	,	1	,	vss!, xdut.xi7.xi147.net15	,	xdut.xi7.xi147.xi146.mptrans10
Defect_Short_527	,	1	,	vss!, xdut.xi7.xi147.net15	,	xdut.xi7.xi147.xi49.mntrans11
Defect_Short_528	,	1	,	vss!, xdut.xi7.xi147.net9	,	xdut.xi7.xi147.xi146.mptrans10
Defect_Short_529	,	1	,	vss!, xdut.xi7.xi147.net9	,	xdut.xi7.xi147.xi33.mntrans11
Defect_Short_530	,	1	,	vss!, xdut.xi7.xi147.net9	,	xdut.xi7.xi147.xi31.mntrans11
Defect_Short_531	,	1	,	vss!, xdut.xi7.xi147.net9	,	xdut.xi7.xi147.xi34.mntrans11
Defect_Short_532	,	1	,	vss!, xdut.xi7.xi147.net14	,	xdut.xi7.xi147.xi47.mntrans11
Defect_Short_533	,	1	,	vss!, xdut.xi7.xi147.net14	,	xdut.xi7.xi147.xi48.mntrans11
Defect_Short_534	,	1	,	vss!, xdut.xi7.xi147.net11	,	xdut.xi7.xi147.xi48.mntrans11
Defect_Short_535	,	1	,	vss!, xdut.xi7.xi147.net11	,	xdut.xi7.xi147.xi33.mntrans11
Defect_Short_536	,	1	,	vss!, xdut.xi7.xi147.net11	,	xdut.xi7.xi147.xi31.mntrans11
Defect_Short_537	,	1	,	vss!, xdut.xi7.xi147.net11	,	xdut.xi7.xi147.xi35.mntrans11
Defect_Short_538	,	1	,	xdut.err, xdut.xi62.net26	,	xdut.xi62.mntrans25
Defect_Short_539	,	1	,	xdut.err, xdut.xi62.net26	,	xdut.xi62.mptrans22
Defect_Short_540	,	1	,	xdut.err, xdut.xi5.net26	,	xdut.xi5.mntrans26
Defect_Short_541	,	1	,	xdut.err, xdut.xi5.net41	,	xdut.xi5.mptrans23
Defect_Short_542	,	1	,	xdut.xi7.net049, xdut.xi7.s0	,	xdut.xi7.xi82.m4
Defect_Short_543	,	1	,	xdut.xi7.net049, xdut.xi7.s0_n	,	xdut.xi7.xi82.m3
Defect_Short_544	,	1	,	xdut.xi7.net049, xdut.xi7.s1	,	xdut.xi7.xi85.m4
Defect_Short_545	,	1	,	xdut.xi7.net049, xdut.xi7.s1_n	,	xdut.xi7.xi85.m3
Defect_Short_546	,	1	,	xdut.net045, xdut.xi75.net011	,	xdut.xi75.xi5.mptrans10
Defect_Short_547	,	1	,	xdut.net045, xdut.xi75.net011	,	xdut.xi75.xi5.mntrans11
Defect_Short_548	,	1	,	xdut.xi7.net063, xdut.xi7.s0	,	xdut.xi7.xi84.m4
Defect_Short_549	,	1	,	xdut.net044, xdut.xi74.net011	,	xdut.xi74.xi5.mptrans10
Defect_Short_550	,	1	,	xdut.net044, xdut.xi74.net011	,	xdut.xi74.xi5.mntrans11
Defect_Short_551	,	1	,	xdut.xi7.net063, xdut.xi7.s0_n	,	xdut.xi7.xi84.m3
Defect_Short_552	,	1	,	xdut.xi7.net063, xdut.xi7.s1	,	xdut.xi7.xi83.m4
Defect_Short_553	,	1	,	xdut.xi7.net063, xdut.xi7.s1_n	,	xdut.xi7.xi83.m3
Defect_Short_554	,	1	,	xdut.s0_n, xdut.gate	,	xdut.xi8.xi13.m3
Defect_Short_555	,	1	,	xdut.xi9.net07, xdut.xi9.net012	,	xdut.xi9.m3
Defect_Short_556	,	1	,	xdut.xi9.net07, xdut.xi9.net011	,	xdut.xi9.m6
Defect_Short_557	,	4	,	xdut.xi7.net011, xdut.xi7.net063	,	xdut.xi7.m4
Defect_Short_558	,	4	,	xdut.xi7.net011, xdut.xi7.net049	,	xdut.xi7.m5
Defect_Short_559	,	1	,	xdut.s0_n, xdut.xi73.net11	,	xdut.xi73.xi35.mptrans10
Defect_Short_560	,	1	,	xdut.s0_n, xdut.xi73.net11	,	xdut.xi73.xi35.mntrans11
Defect_Short_561	,	1	,	xdut.s0, xdut.s0_n	,	xdut.xi73.xi30.mptrans10
Defect_Short_562	,	1	,	xdut.s0, xdut.s0_n	,	xdut.xi73.xi27.mntrans11
Defect_Short_563	,	1	,	xdut.s0, xdut.s0_n	,	xdut.xi73.xi27.mptrans10
Defect_Short_564	,	1	,	xdut.s0, xdut.s0_n	,	xdut.xi73.xi30.mntrans11
Defect_Short_565	,	1	,	xdut.s0, xdut.gate	,	xdut.xi8.xi13.m4
Defect_Short_566	,	1	,	xdut.s0_n, xdut.xi8.net028	,	xdut.xi8.xi13.m3
Defect_Short_567	,	1	,	xdut.s0_n, xdut.xi8.net027	,	xdut.xi8.xi78.m3
Defect_Short_568	,	1	,	xdut.s0, xdut.xi73.net9	,	xdut.xi73.xi34.mptrans10
Defect_Short_569	,	1	,	xdut.s0, xdut.xi73.net9	,	xdut.xi73.xi34.mntrans11
Defect_Short_570	,	10	,	xdut.xi7.vb_n, xdut.xi7.net033	,	xdut.xi7.m50
Defect_Short_571	,	1	,	xdut.s1_n, xdut.gate	,	xdut.xi8.xi12.m3
Defect_Short_572	,	1	,	xdut.xi7.net021, xdut.xi7.vb_n	,	xdut.xi7.m33
Defect_Short_573	,	1	,	xdut.s1_n, xdut.xi72.net11	,	xdut.xi72.xi35.mptrans10
Defect_Short_574	,	1	,	xdut.s1_n, xdut.xi72.net11	,	xdut.xi72.xi35.mntrans11
Defect_Short_575	,	1	,	xdut.xi7.net021, xdut.xi7.net011	,	xdut.xi7.m34
Defect_Short_576	,	1	,	xdut.s0, xdut.xi8.net028	,	xdut.xi8.xi13.m4
Defect_Short_577	,	1	,	xdut.s0, xdut.xi8.net027	,	xdut.xi8.xi78.m4
Defect_Short_578	,	1	,	xdut.s1, xdut.s1_n	,	xdut.xi72.xi30.mptrans10
Defect_Short_579	,	1	,	xdut.s1, xdut.s1_n	,	xdut.xi72.xi27.mntrans11
Defect_Short_580	,	1	,	xdut.s1, xdut.s1_n	,	xdut.xi72.xi27.mptrans10
Defect_Short_581	,	1	,	xdut.s1, xdut.s1_n	,	xdut.xi72.xi30.mntrans11
Defect_Short_582	,	1	,	xdut.s1, xdut.gate	,	xdut.xi8.xi12.m4
Defect_Short_583	,	1	,	xdut.s1, xdut.xi72.net9	,	xdut.xi72.xi34.mptrans10
Defect_Short_584	,	1	,	xdut.s1, xdut.xi72.net9	,	xdut.xi72.xi34.mntrans11
Defect_Short_585	,	1	,	xdut.xi7.disable, xdut.xi7.net021	,	xdut.xi7.m46
Defect_Short_586	,	1	,	xdut.xi7.disable, xdut.xi7.vb_n	,	xdut.xi7.m38
Defect_Short_587	,	1	,	xdut.xi7.disable, xdut.xi7.net011	,	xdut.xi7.m45
Defect_Short_588	,	1	,	xdut.s1_n, xdut.xi8.net028	,	xdut.xi8.xi15.m3
Defect_Short_589	,	1	,	xdut.xi7.disable, xdut.xi7.net063	,	xdut.xi7.m44
Defect_Short_590	,	1	,	xdut.s1_n, xdut.xi8.net027	,	xdut.xi8.xi12.m3
Defect_Short_591	,	1	,	xdut.xi7.disable, xdut.xi7.net049	,	xdut.xi7.m43
Defect_Short_592	,	1	,	xdut.xi7.disable, xdut.xi7.net033	,	xdut.xi7.m48
Defect_Short_593	,	1	,	xdut.net028, xdut.xi136.net39	,	xdut.xi136.mptrans25
Defect_Short_594	,	1	,	xdut.net028, xdut.xi136.net39	,	xdut.xi136.mntrans22
Defect_Short_595	,	1	,	xdut.net028, xdut.xi72.net15	,	xdut.xi72.xi49.mptrans10
Defect_Short_596	,	1	,	xdut.net028, xdut.xi72.net15	,	xdut.xi72.xi49.mntrans11
Defect_Short_597	,	1	,	xdut.net028, xdut.xi72.net14	,	xdut.xi72.xi47.mptrans10
Defect_Short_598	,	1	,	xdut.net028, xdut.xi72.net14	,	xdut.xi72.xi47.mntrans11
Defect_Short_599	,	4	,	xdut.xi7.net076, xdut.xi7.net011	,	xdut.xi7.m4
Defect_Short_600	,	1	,	xdut.s1, xdut.xi8.net028	,	xdut.xi8.xi15.m4
Defect_Short_601	,	4	,	xdut.xi7.net076, xdut.xi7.net063	,	xdut.xi7.m4
Defect_Short_602	,	1	,	xdut.s1, xdut.xi8.net027	,	xdut.xi8.xi12.m4
Defect_Short_603	,	1	,	xdut.xi7.net076, xdut.xi7.s0	,	xdut.xi7.xi78.m4
Defect_Short_604	,	1	,	xdut.xi7.net076, xdut.xi7.s0_n	,	xdut.xi7.xi78.m3
Defect_Short_605	,	1	,	xdut.xi7.net076, xdut.xi7.s1	,	xdut.xi7.xi80.m4
Defect_Short_606	,	1	,	xdut.xi7.net076, xdut.xi7.s1_n	,	xdut.xi7.xi80.m3
Defect_Short_607	,	1	,	xdut.net11, xdut.xi136.net39	,	xdut.xi136.mptrans24
Defect_Short_608	,	1	,	xdut.net11, xdut.xi136.net39	,	xdut.xi136.mntrans21
Defect_Short_609	,	1	,	xdut.net11, xdut.xi136.net32	,	xdut.xi136.mntrans21
Defect_Short_610	,	4	,	xdut.xi7.net019, xdut.xi7.net011	,	xdut.xi7.m5
Defect_Short_611	,	4	,	xdut.xi7.net019, xdut.xi7.net049	,	xdut.xi7.m5
Defect_Short_612	,	1	,	xdut.xi7.net019, xdut.xi7.s0	,	xdut.xi7.xi81.m4
Defect_Short_613	,	1	,	xdut.xi7.net019, xdut.xi7.s0_n	,	xdut.xi7.xi81.m3
Defect_Short_614	,	1	,	xdut.xi7.net019, xdut.xi7.s1	,	xdut.xi7.xi79.m4
Defect_Short_615	,	1	,	xdut.xi7.net019, xdut.xi7.s1_n	,	xdut.xi7.xi79.m3
Defect_Short_616	,	1	,	xdut.xi5.net26, xdut.xi5.net41	,	xdut.xi5.mptrans24
Defect_Short_617	,	1	,	xdut.net023, xdut.xi137.net39	,	xdut.xi137.mptrans25
Defect_Short_618	,	1	,	xdut.net023, xdut.xi137.net39	,	xdut.xi137.mntrans22
Defect_Short_619	,	1	,	xdut.xi7.net0117, xdut.xi7.net019	,	xdut.xi7.xi81.m4
Defect_Short_620	,	1	,	xdut.xi7.net0117, xdut.xi7.net019	,	xdut.xi7.xi81.m3
Defect_Short_621	,	1	,	xdut.xi7.net0117, xdut.xi7.net076	,	xdut.xi7.xi80.m4
Defect_Short_622	,	1	,	xdut.xi7.net0117, xdut.xi7.net076	,	xdut.xi7.xi80.m3
Defect_Short_623	,	1	,	xdut.net023, xdut.xi73.net15	,	xdut.xi73.xi49.mptrans10
Defect_Short_624	,	1	,	xdut.net023, xdut.xi73.net15	,	xdut.xi73.xi49.mntrans11
Defect_Short_625	,	1	,	xdut.net023, xdut.xi73.net14	,	xdut.xi73.xi47.mptrans10
Defect_Short_626	,	1	,	xdut.net023, xdut.xi73.net14	,	xdut.xi73.xi47.mntrans11
Defect_Short_627	,	1	,	xdut.xi7.net0117, xdut.xi7.s0	,	xdut.xi7.xi81.m4
Defect_Short_628	,	1	,	xdut.xi7.net0117, xdut.xi7.s0_n	,	xdut.xi7.xi81.m3
Defect_Short_629	,	1	,	xdut.xi7.net0117, xdut.xi7.s1	,	xdut.xi7.xi80.m4
Defect_Short_630	,	1	,	xdut.xi7.net0117, xdut.xi7.s1_n	,	xdut.xi7.xi80.m3
Defect_Short_631	,	1	,	xdut.enable, xdut.net062	,	xdut.xi63.mptrans37
Defect_Short_632	,	1	,	xdut.enable, xdut.net062	,	xdut.xi63.mntrans35
Defect_Short_633	,	1	,	xdut.enable, xdut.xi137.net39	,	xdut.xi137.mptrans23
Defect_Short_634	,	1	,	xdut.enable, xdut.xi137.net32	,	xdut.xi137.mntrans20
Defect_Short_635	,	1	,	xdut.xi7.enable, xdut.xi7.net0117	,	xdut.xi7.m14
Defect_Short_636	,	1	,	xdut.enable, xdut.xi136.net39	,	xdut.xi136.mptrans23
Defect_Short_637	,	1	,	xdut.xi7.enable, xdut.xi7.net019	,	xdut.xi7.m13
Defect_Short_638	,	1	,	xdut.enable, xdut.xi136.net32	,	xdut.xi136.mntrans20
Defect_Short_639	,	1	,	xdut.xi7.enable, xdut.xi7.net076	,	xdut.xi7.m12
Defect_Short_640	,	1	,	xdut.net11, xdut.xi68.net13	,	xdut.xi68.xi8.mptrans37
Defect_Short_641	,	1	,	xdut.net11, xdut.xi68.net13	,	xdut.xi68.xi8.mntrans35
Defect_Short_642	,	1	,	xdut.net16, xdut.net11	,	xdut.xi68.xi8.mptrans38
Defect_Short_643	,	1	,	xdut.net16, xdut.net11	,	xdut.xi68.xi7.mptrans38
Defect_Short_644	,	1	,	xdut.net11, xdut.xi68.net18	,	xdut.xi68.xi105.mptrans37
Defect_Short_645	,	1	,	xdut.net11, xdut.xi68.net18	,	xdut.xi68.xi105.mntrans35
Defect_Short_646	,	1	,	xdut.net11, xdut.xi68.xi8.net25	,	xdut.xi68.xi8.mntrans35
Defect_Short_647	,	1	,	xdut.net11, xdut.xi68.xi7.net25	,	xdut.xi68.xi7.mntrans36
Defect_Short_648	,	1	,	xdut.xi62.net26, xdut.xi62.net41	,	xdut.xi62.mptrans24
Defect_Short_649	,	1	,	xdut.net11, xdut.xi68.xi105.net25	,	xdut.xi68.xi105.mntrans35
Defect_Short_650	,	1	,	xdut.net16, xdut.xi137.net39	,	xdut.xi137.mptrans24
Defect_Short_651	,	1	,	xdut.net16, xdut.xi137.net39	,	xdut.xi137.mntrans21
Defect_Short_652	,	1	,	xdut.xi7.enable, xdut.xi7.xi136.net39	,	xdut.xi7.xi136.mptrans23
Defect_Short_653	,	1	,	xdut.xi7.net078, xdut.xi7.enable	,	xdut.xi7.m16
Defect_Short_654	,	1	,	xdut.net16, xdut.xi137.net32	,	xdut.xi137.mntrans21
Defect_Short_655	,	1	,	xdut.xi7.enable, xdut.xi7.xi136.net32	,	xdut.xi7.xi136.mntrans20
Defect_Short_656	,	1	,	xdut.xi7.enable, xdut.xi7.xi137.net39	,	xdut.xi7.xi137.mptrans23
Defect_Short_657	,	1	,	xdut.xi7.net078, xdut.xi7.net019	,	xdut.xi7.m1
Defect_Short_658	,	1	,	xdut.xi7.net078, xdut.xi7.net019	,	xdut.xi7.xi79.m3
Defect_Short_659	,	1	,	xdut.xi7.net078, xdut.xi7.net019	,	xdut.xi7.xi79.m4
Defect_Short_660	,	1	,	xdut.xi7.enable, xdut.xi7.xi137.net32	,	xdut.xi7.xi137.mntrans20
Defect_Short_661	,	1	,	xdut.xi7.net078, xdut.xi7.net076	,	xdut.xi7.m3
Defect_Short_662	,	1	,	xdut.xi7.net078, xdut.xi7.net076	,	xdut.xi7.xi78.m3
Defect_Short_663	,	1	,	xdut.xi7.net078, xdut.xi7.net076	,	xdut.xi7.xi78.m4
Defect_Short_664	,	1	,	xdut.xi7.enable, xdut.xi7.xi94.net24	,	xdut.xi7.xi94.mptrans14
Defect_Short_665	,	1	,	xdut.xi7.enable, xdut.xi7.xi94.net24	,	xdut.xi7.xi94.mntrans12
Defect_Short_666	,	1	,	xdut.enable, xdut.xi63.net25	,	xdut.xi63.mntrans35
Defect_Short_667	,	1	,	xdut.xi7.net078, xdut.xi7.s0	,	xdut.xi7.xi78.m4
Defect_Short_668	,	1	,	xdut.xi7.net078, xdut.xi7.s0_n	,	xdut.xi7.xi78.m3
Defect_Short_669	,	1	,	xdut.xi7.net078, xdut.xi7.s1	,	xdut.xi7.xi79.m4
Defect_Short_670	,	1	,	xdut.xi7.net078, xdut.xi7.s1_n	,	xdut.xi7.xi79.m3
Defect_Short_671	,	1	,	xdut.xi7.net070, xdut.xi7.net0117	,	xdut.xi7.c1
Defect_Short_672	,	1	,	xdut.xi7.net070, xdut.xi7.net0117	,	xdut.xi7.c3
Defect_Short_673	,	1	,	xdut.disable, xdut.vref	,	xdut.m35
Defect_Short_674	,	1	,	xdut.disable, xdut.vref	,	xdut.m2
Defect_Short_675	,	1	,	xdut.disable, xdut.enable	,	xdut.xi6.mptrans10
Defect_Short_676	,	1	,	xdut.disable, xdut.enable	,	xdut.xi6.mntrans11
Defect_Short_677	,	4	,	xdut.xi75.net11, xdut.xi75.net018	,	xdut.xi75.m4
Defect_Short_678	,	1	,	xdut.disable, xdut.gate	,	xdut.xi8.m1
Defect_Short_679	,	1	,	xdut.enable, xdut.xi7.disable	,	xdut.xi7.xi92.mptrans10
Defect_Short_680	,	1	,	xdut.enable, xdut.xi7.disable	,	xdut.xi7.xi92.mntrans11
Defect_Short_681	,	1	,	xdut.amp_out, xdut.disable	,	xdut.m0
Defect_Short_682	,	1	,	xdut.amp_out, xdut.disable	,	xdut.xi8.m1
Defect_Short_683	,	1	,	xdut.net16, xdut.xi68.net14	,	xdut.xi68.xi7.mptrans37
Defect_Short_684	,	1	,	xdut.net16, xdut.xi68.net14	,	xdut.xi68.xi7.mntrans35
Defect_Short_685	,	1	,	xdut.net16, xdut.xi68.net17	,	xdut.xi68.xi3.mptrans37
Defect_Short_686	,	1	,	xdut.net16, xdut.xi68.net17	,	xdut.xi68.xi3.mntrans35
Defect_Short_687	,	1	,	xdut.amp_out, xdut.s1	,	xdut.xi8.xi15.m4
Defect_Short_688	,	1	,	xdut.net16, xdut.xi68.xi8.net25	,	xdut.xi68.xi8.mntrans36
Defect_Short_689	,	1	,	xdut.amp_out, xdut.s1_n	,	xdut.xi8.xi15.m3
Defect_Short_690	,	1	,	xdut.net16, xdut.xi68.xi7.net25	,	xdut.xi68.xi7.mntrans35
Defect_Short_691	,	1	,	xdut.amp_out, xdut.s0	,	xdut.xi8.xi78.m4
Defect_Short_692	,	4	,	xdut.xi75.net012, xdut.xi75.net11	,	xdut.xi75.m5
Defect_Short_693	,	1	,	xdut.amp_out, xdut.s0_n	,	xdut.xi8.xi78.m3
Defect_Short_694	,	1	,	xdut.net16, xdut.xi68.xi3.net25	,	xdut.xi68.xi3.mntrans35
Defect_Short_695	,	1	,	xdut.amp_out, xdut.gate	,	xdut.xi8.m1
Defect_Short_696	,	1	,	xdut.feedback, xdut.amp_out	,	xdut.c0
Defect_Short_697	,	1	,	xdut.feedback, xdut.amp_out	,	xdut.m0
Defect_Short_698	,	1	,	xdut.disable, xdut.xi5.net26	,	xdut.xi5.mntrans25
Defect_Short_699	,	1	,	xdut.disable, xdut.xi5.net26	,	xdut.xi5.mptrans22
Defect_Short_700	,	1	,	xdut.feedback, xdut.disable	,	xdut.m0
Defect_Short_701	,	1	,	xdut.enable, xdut.xi7.xi94.net24	,	xdut.xi7.xi94.mptrans15
Defect_Short_702	,	1	,	xdut.enable, xdut.xi7.xi94.net24	,	xdut.xi7.xi94.mntrans13
Defect_Short_703	,	1	,	xdut.disable, xdut.xi8.net028	,	xdut.xi8.m0
Defect_Short_704	,	1	,	xdut.disable, xdut.xi8.net027	,	xdut.xi8.m4
Defect_Short_705	,	1	,	xdut.disable, xdut.xi9.net07	,	xdut.xi9.m6
Defect_Short_706	,	1	,	xdut.disable, xdut.xi9.net012	,	xdut.xi9.xi64.mptrans10
Defect_Short_707	,	1	,	xdut.disable, xdut.xi9.net012	,	xdut.xi9.xi64.mntrans11
Defect_Short_708	,	1	,	xdut.disable, xdut.xi9.net011	,	xdut.xi9.m6
Defect_Short_709	,	1	,	xdut.disable, xdut.xi9.net011	,	xdut.xi9.m7
Defect_Short_710	,	1	,	xdut.vref, xdut.xi7.net063	,	xdut.xi7.xi83.m4
Defect_Short_711	,	1	,	xdut.vref, xdut.xi7.net063	,	xdut.xi7.xi83.m3
Defect_Short_712	,	1	,	xdut.vref, xdut.xi7.net049	,	xdut.xi7.xi82.m4
Defect_Short_713	,	1	,	xdut.vref, xdut.xi7.net049	,	xdut.xi7.xi82.m3
Defect_Short_714	,	1	,	xdut.amp_out, xdut.xi8.net028	,	xdut.xi8.xi15.m4
Defect_Short_715	,	1	,	xdut.amp_out, xdut.xi8.net028	,	xdut.xi8.xi15.m3
Defect_Short_716	,	1	,	xdut.amp_out, xdut.xi8.net027	,	xdut.xi8.xi78.m4
Defect_Short_717	,	1	,	xdut.amp_out, xdut.xi8.net027	,	xdut.xi8.xi78.m3
Defect_Short_718	,	1	,	xdut.vref, xdut.xi7.s0	,	xdut.xi7.xi82.m4
Defect_Short_719	,	1	,	xdut.vref, xdut.xi7.s0_n	,	xdut.xi7.xi82.m3
Defect_Short_720	,	1	,	xdut.xi75.net022, xdut.xi75.net013	,	xdut.xi75.m21
Defect_Short_721	,	1	,	xdut.vref, xdut.xi7.s1	,	xdut.xi7.xi83.m4
Defect_Short_722	,	1	,	xdut.vref, xdut.xi7.s1_n	,	xdut.xi7.xi83.m3
Defect_Short_723	,	2	,	xdut.xi75.net022, xdut.xi75.net018	,	xdut.xi75.m10
Defect_Short_724	,	1	,	xdut.vth_h, xdut.vth_l	,	xdut.r7
Defect_Short_725	,	1	,	xdut.xi75.net017, xdut.xi75.net022	,	xdut.xi75.m13
Defect_Short_726	,	1	,	xdut.xi75.net017, xdut.xi75.net022	,	xdut.xi75.m12
Defect_Short_727	,	2	,	xdut.xi75.net017, xdut.xi75.net012	,	xdut.xi75.m9
Defect_Short_728	,	1	,	xdut.amp_out, xdut.xi7.net070	,	xdut.xi7.m2
Defect_Short_729	,	1	,	xdut.amp_out, xdut.xi7.net070	,	xdut.xi7.m35
Defect_Short_730	,	20	,	xdut.amp_out, xdut.xi7.net0117	,	xdut.xi7.m11
Defect_Short_731	,	4	,	xdut.vth_l, xdut.xi75.net11	,	xdut.xi75.m4
Defect_Short_732	,	4	,	xdut.vth_l, xdut.xi75.net018	,	xdut.xi75.m4
Defect_Short_733	,	1	,	xdut.amp_out, xdut.xi7.disable	,	xdut.xi7.m47
Defect_Short_734	,	1	,	xdut.xi7.xi147.net14, xdut.xi7.xi147.net11	,	xdut.xi7.xi147.xi48.mptrans10
Defect_Short_735	,	1	,	xdut.xi7.xi147.net14, xdut.xi7.xi147.net11	,	xdut.xi7.xi147.xi48.mntrans11
Defect_Short_736	,	10	,	xdut.amp_out, xdut.xi7.net033	,	xdut.xi7.m51
Defect_Short_737	,	1	,	xdut.xi75.net011, xdut.xi75.net017	,	xdut.xi75.m22
Defect_Short_738	,	1	,	xdut.xi75.net011, xdut.xi75.net013	,	xdut.xi75.m17
Defect_Short_739	,	4	,	xdut.vth_h, xdut.xi74.net012	,	xdut.xi74.m5
Defect_Short_740	,	4	,	xdut.vth_h, xdut.xi74.net11	,	xdut.xi74.m5
Defect_Short_741	,	1	,	xdut.xi7.xi147.net9, xdut.xi7.xi147.net11	,	xdut.xi7.xi147.xi31.mptrans10
Defect_Short_742	,	1	,	xdut.xi7.xi147.net9, xdut.xi7.xi147.net11	,	xdut.xi7.xi147.xi33.mntrans11
Defect_Short_743	,	1	,	xdut.xi7.xi147.net9, xdut.xi7.xi147.net11	,	xdut.xi7.xi147.xi33.mptrans10
Defect_Short_744	,	1	,	xdut.xi7.xi147.net9, xdut.xi7.xi147.net11	,	xdut.xi7.xi147.xi31.mntrans11
Defect_Short_745	,	1	,	xdut.feedback, xdut.xi7.net063	,	xdut.xi7.xi84.m4
Defect_Short_746	,	1	,	xdut.feedback, xdut.xi7.net063	,	xdut.xi7.xi84.m3
Defect_Short_747	,	1	,	xdut.feedback, xdut.xi7.net049	,	xdut.xi7.xi85.m4
Defect_Short_748	,	1	,	xdut.feedback, xdut.xi7.net049	,	xdut.xi7.xi85.m3
Defect_Short_749	,	1	,	xdut.feedback, xdut.xi7.s0	,	xdut.xi7.xi84.m4
Defect_Short_750	,	1	,	xdut.feedback, xdut.xi7.s0_n	,	xdut.xi7.xi84.m3
Defect_Short_751	,	1	,	xdut.feedback, xdut.xi7.s1	,	xdut.xi7.xi85.m4
Defect_Short_752	,	1	,	xdut.feedback, xdut.xi7.s1_n	,	xdut.xi7.xi85.m3
Defect_Short_753	,	1	,	xdut.xi7.xi147.net15, xdut.xi7.xi147.net9	,	xdut.xi7.xi147.xi146.mptrans10
Defect_Short_754	,	1	,	xdut.xi7.xi147.net15, xdut.xi7.xi147.net9	,	xdut.xi7.xi147.xi146.mntrans11
Defect_Short_755	,	4	,	xdut.xi74.net11, xdut.xi74.net018	,	xdut.xi74.m4
Defect_Short_756	,	4	,	xdut.xi74.net012, xdut.xi74.net11	,	xdut.xi74.m5
Defect_Short_757	,	1	,	xdut.xi7.xi72.net14, xdut.xi7.xi72.net11	,	xdut.xi7.xi72.xi48.mptrans10
Defect_Short_758	,	1	,	xdut.xi7.xi72.net14, xdut.xi7.xi72.net11	,	xdut.xi7.xi72.xi48.mntrans11
Defect_Short_759	,	1	,	xdut.xi68.net18, xdut.xi68.xi1.net25	,	xdut.xi68.xi1.mntrans35
Defect_Short_760	,	1	,	xdut.xi68.net18, xdut.xi68.xi105.net25	,	xdut.xi68.xi105.mntrans35
Defect_Short_761	,	1	,	xdut.xi7.xi72.net9, xdut.xi7.xi72.net11	,	xdut.xi7.xi72.xi31.mptrans10
Defect_Short_762	,	1	,	xdut.xi7.xi72.net9, xdut.xi7.xi72.net11	,	xdut.xi7.xi72.xi33.mntrans11
Defect_Short_763	,	1	,	xdut.xi7.xi72.net9, xdut.xi7.xi72.net11	,	xdut.xi7.xi72.xi33.mptrans10
Defect_Short_764	,	1	,	xdut.xi7.xi72.net9, xdut.xi7.xi72.net11	,	xdut.xi7.xi72.xi31.mntrans11
Defect_Short_765	,	10	,	ibias, xdut.amp_out	,	xdut.xi7.m51
Defect_Short_766	,	1	,	xdut.xi74.net022, xdut.xi74.net013	,	xdut.xi74.m21
Defect_Short_767	,	2	,	xdut.xi74.net022, xdut.xi74.net018	,	xdut.xi74.m10
Defect_Short_768	,	1	,	xdut.xi68.net17, xdut.xi68.xi3.net25	,	xdut.xi68.xi3.mntrans35
Defect_Short_769	,	1	,	xdut.xi68.net17, xdut.xi68.xi2.net25	,	xdut.xi68.xi2.mntrans35
Defect_Short_770	,	1	,	xdut.xi7.xi72.net15, xdut.xi7.xi72.net9	,	xdut.xi7.xi72.xi146.mptrans10
