* Disclaimer:
* THIS FILE IS PROVIDED AS IS AND WITH:
* (A) NO WARRANTY OF ANY KIND, express, implied or statutory, including any implied warranties of merchantability, fitness for a particular purpose and noninfringement, which  Infineon disclaims to the maximum extent permitted by applicable law; and
* (B) NO INDEMNIFICATION FOR INFRINGEMENT OF INTELLECTUAL PROPERTY RIGHTS.
* (C) LIMITATION OF LIABILITY: IN NO EVENT SHALL INFINEON BE LIABLE FOR ANY DIRECT, INDIRECT, SPECIAL, INCIDENTAL, OR CONSEQUENTIAL DAMAGES (INCLUDING LOST PROFITS OR SAVINGS) WHATSOEVER, WHETHER BASED ON CONTRACT, TORT OR ANY OTHER LEGAL THEORY, EVEN IF ADVISED OF THE POSSIBILITY OF SUCH DAMAGES.
* © 2020 Infineon Technologies AG. All rights reserved.

* Note:
* The CMOS transistor models used, were freely available models downloaded from: http://ptm.asu.edu.
* The bipolar transistor models are from: The Development of Bipolar Log-Domain Filters in a Standard CMOS Process, G. D. Duerden, G. W. Roberts, M. J. Deen, 2001

* Release:
* 	version 2.0

Tag,Net1,Net2,path,device,terminalA,terminalB
TAG	,	Net1	,	Net2	,	Path	,	Device	,	TerminalA	,	TerminalB
bridge_3503	,	VDDc!	,	DUT.I51.I169.I139.net40	,	DUT.I51.I169.I139.M43	,	preg	,	s	,	d
bridge_3504	,	VDDc!	,	DUT.I51.I169.I138.b	,	DUT.I51.I169.I138.M48	,	preg	,	s	,	d
bridge_3505	,	VDDc!	,	DUT.I51.I169.I138.b	,	DUT.I51.I169.I138.M49	,	preg	,	s	,	g
bridge_3506	,	VDDc!	,	DUT.I51.I169.I138.a	,	DUT.I51.I169.I138.M125	,	preg	,	s	,	g
bridge_3507	,	VDDc!	,	DUT.I51.I169.I138.net46	,	DUT.I51.I169.I138.M129	,	preg	,	s	,	d
bridge_3508	,	VDDc!	,	DUT.I51.I169.I138.net44	,	DUT.I51.I169.I138.M125	,	preg	,	s	,	d
bridge_3509	,	VDDc!	,	DUT.I51.I169.I138.net42	,	DUT.I51.I169.I138.M123	,	preg	,	s	,	d
bridge_3510	,	VDDc!	,	DUT.I51.I169.I138.net40	,	DUT.I51.I169.I138.M43	,	preg	,	s	,	d
bridge_3511	,	VDDc!	,	DUT.I51.I168.net9	,	DUT.I51.I168.I146.ptrans10	,	preg	,	s	,	d
bridge_3512	,	VDDc!	,	DUT.I51.I168.net9	,	DUT.I51.I168.I141.M123	,	preg	,	s	,	g
bridge_3513	,	VDDc!	,	DUT.I51.I168.net9	,	DUT.I51.I168.I141.M48	,	preg	,	s	,	g
bridge_3514	,	VDDc!	,	DUT.I51.I168.net9	,	DUT.I51.I168.I139.M123	,	preg	,	s	,	g
bridge_3515	,	VDDc!	,	DUT.I51.I168.net9	,	DUT.I51.I168.I139.M48	,	preg	,	s	,	g
bridge_3516	,	VDDc!	,	DUT.I51.I168.net20	,	DUT.I51.I168.I0.ptrans25	,	preg	,	s	,	d
bridge_3517	,	VDDc!	,	DUT.I51.I168.net20	,	DUT.I51.I168.I140.M129	,	preg	,	s	,	g
bridge_3518	,	VDDc!	,	DUT.I51.I168.net20	,	DUT.I51.I168.I140.M43	,	preg	,	s	,	g
bridge_3519	,	VDDc!	,	DUT.I51.I168.net010	,	DUT.I51.I168.I160.ptrans24	,	preg	,	s	,	g
bridge_3520	,	VDDc!	,	DUT.I51.I168.net010	,	DUT.I51.I168.I139.M55	,	preg	,	s	,	g
bridge_3521	,	VDDc!	,	DUT.I51.I168.net010	,	DUT.I51.I168.I139.M49	,	preg	,	s	,	d
bridge_3522	,	VDDc!	,	DUT.I51.I168.net13	,	DUT.I51.I168.I160.ptrans23	,	preg	,	s	,	g
bridge_3523	,	VDDc!	,	DUT.I51.I168.net13	,	DUT.I51.I168.I141.M55	,	preg	,	s	,	g
bridge_3524	,	VDDc!	,	DUT.I51.I168.net13	,	DUT.I51.I168.I141.M49	,	preg	,	s	,	d
bridge_3525	,	VDDc!	,	DUT.I51.I168.net18	,	DUT.I51.I168.I160.ptrans25	,	preg	,	s	,	d
bridge_3526	,	VDDc!	,	DUT.I51.I168.net18	,	DUT.I51.I168.I138.M129	,	preg	,	s	,	g
bridge_3527	,	VDDc!	,	DUT.I51.I168.net18	,	DUT.I51.I168.I138.M43	,	preg	,	s	,	g
bridge_3528	,	VDDc!	,	DUT.I51.I168.net19	,	DUT.I51.I168.I153.ptrans25	,	preg	,	s	,	d
bridge_3529	,	VDDc!	,	DUT.I51.I168.net19	,	DUT.I51.I168.I141.M129	,	preg	,	s	,	g
bridge_3530	,	VDDc!	,	DUT.I51.I168.net19	,	DUT.I51.I168.I141.M43	,	preg	,	s	,	g
bridge_3531	,	VDDc!	,	DUT.I51.I168.net22	,	DUT.I51.I168.I141.M55	,	preg	,	s	,	d
bridge_3532	,	VDDc!	,	DUT.I51.I168.net23	,	DUT.I51.I168.I140.M55	,	preg	,	s	,	g
bridge_3533	,	VDDc!	,	DUT.I51.I168.net23	,	DUT.I51.I168.I140.M49	,	preg	,	s	,	d
bridge_3534	,	VDDc!	,	DUT.I51.I168.net14	,	DUT.I51.I168.I139.M129	,	preg	,	s	,	g
bridge_3535	,	VDDc!	,	DUT.I51.I168.net14	,	DUT.I51.I168.I139.M43	,	preg	,	s	,	g
bridge_3536	,	VDDc!	,	DUT.I51.I168.net14	,	DUT.I51.I168.I138.M55	,	preg	,	s	,	d
bridge_3537	,	VDDc!	,	DUT.I51.I168.net24	,	DUT.I51.I168.I138.M55	,	preg	,	s	,	g
bridge_3538	,	VDDc!	,	DUT.I51.I168.net24	,	DUT.I51.I168.I138.M49	,	preg	,	s	,	d
bridge_3539	,	VDDc!	,	DUT.I51.I168.I0.net39	,	DUT.I51.I168.I0.ptrans25	,	preg	,	s	,	g
bridge_3540	,	VDDc!	,	DUT.I51.I168.I0.net39	,	DUT.I51.I168.I0.ptrans24	,	preg	,	g	,	d
bridge_3541	,	VDDc!	,	DUT.I51.I168.I0.net39	,	DUT.I51.I168.I0.ptrans23	,	preg	,	s	,	d
bridge_3542	,	VDDc!	,	DUT.I51.I168.I0.net39	,	DUT.I51.I168.I0.ntrans21	,	nreg	,	g	,	d
bridge_3543	,	VDDc!	,	DUT.I51.I168.I0.net32	,	DUT.I51.I168.I0.ntrans21	,	nreg	,	g	,	s
bridge_3544	,	VDDc!	,	DUT.I51.I168.I160.net39	,	DUT.I51.I168.I160.ptrans25	,	preg	,	s	,	g
bridge_3545	,	VDDc!	,	DUT.I51.I168.I160.net39	,	DUT.I51.I168.I160.ptrans24	,	preg	,	s	,	d
bridge_3546	,	VDDc!	,	DUT.I51.I168.I160.net39	,	DUT.I51.I168.I160.ptrans23	,	preg	,	s	,	d
bridge_3547	,	VDDc!	,	DUT.I51.I168.I153.net39	,	DUT.I51.I168.I153.ptrans25	,	preg	,	s	,	g
bridge_3548	,	VDDc!	,	DUT.I51.I168.I153.net39	,	DUT.I51.I168.I153.ptrans24	,	preg	,	s	,	d
bridge_3549	,	VDDc!	,	DUT.I51.I168.I153.net39	,	DUT.I51.I168.I153.ptrans23	,	preg	,	s	,	d
bridge_3550	,	VDDc!	,	DUT.I51.I168.I141.b	,	DUT.I51.I168.I141.M48	,	preg	,	s	,	d
bridge_3551	,	VDDc!	,	DUT.I51.I168.I141.b	,	DUT.I51.I168.I141.M49	,	preg	,	s	,	g
bridge_3552	,	VDDc!	,	DUT.I51.I168.I141.a	,	DUT.I51.I168.I141.M125	,	preg	,	s	,	g
bridge_3553	,	VDDc!	,	DUT.I51.I168.I141.net46	,	DUT.I51.I168.I141.M129	,	preg	,	s	,	d
bridge_3554	,	VDDc!	,	DUT.I51.I168.I141.net44	,	DUT.I51.I168.I141.M125	,	preg	,	s	,	d
bridge_3555	,	VDDc!	,	DUT.I51.I168.I141.net42	,	DUT.I51.I168.I141.M123	,	preg	,	s	,	d
bridge_3556	,	VDDc!	,	DUT.I51.I168.I141.net40	,	DUT.I51.I168.I141.M43	,	preg	,	s	,	d
bridge_3557	,	VDDc!	,	DUT.I51.I168.I140.b	,	DUT.I51.I168.I140.M48	,	preg	,	s	,	d
bridge_3558	,	VDDc!	,	DUT.I51.I168.I140.b	,	DUT.I51.I168.I140.M49	,	preg	,	s	,	g
bridge_3559	,	VDDc!	,	DUT.I51.I168.I140.a	,	DUT.I51.I168.I140.M125	,	preg	,	s	,	g
bridge_3560	,	VDDc!	,	DUT.I51.I168.I140.net46	,	DUT.I51.I168.I140.M129	,	preg	,	s	,	d
bridge_3561	,	VDDc!	,	DUT.I51.I168.I140.net44	,	DUT.I51.I168.I140.M125	,	preg	,	s	,	d
bridge_3562	,	VDDc!	,	DUT.I51.I168.I140.net42	,	DUT.I51.I168.I140.M123	,	preg	,	s	,	d
bridge_3563	,	VDDc!	,	DUT.I51.I168.I140.net40	,	DUT.I51.I168.I140.M43	,	preg	,	s	,	d
bridge_3564	,	VDDc!	,	DUT.I51.I168.I139.b	,	DUT.I51.I168.I139.M48	,	preg	,	s	,	d
bridge_3565	,	VDDc!	,	DUT.I51.I168.I139.b	,	DUT.I51.I168.I139.M49	,	preg	,	s	,	g
bridge_3566	,	VDDc!	,	DUT.I51.I168.I139.a	,	DUT.I51.I168.I139.M125	,	preg	,	s	,	g
bridge_3567	,	VDDc!	,	DUT.I51.I168.I139.net46	,	DUT.I51.I168.I139.M129	,	preg	,	s	,	d
bridge_3568	,	VDDc!	,	DUT.I51.I168.I139.net44	,	DUT.I51.I168.I139.M125	,	preg	,	s	,	d
bridge_3569	,	VDDc!	,	DUT.I51.I168.I139.net42	,	DUT.I51.I168.I139.M123	,	preg	,	s	,	d
bridge_3570	,	VDDc!	,	DUT.I51.I168.I139.net40	,	DUT.I51.I168.I139.M43	,	preg	,	s	,	d
bridge_3571	,	VDDc!	,	DUT.I51.I168.I138.b	,	DUT.I51.I168.I138.M48	,	preg	,	s	,	d
bridge_3572	,	VDDc!	,	DUT.I51.I168.I138.b	,	DUT.I51.I168.I138.M49	,	preg	,	s	,	g
bridge_3573	,	VDDc!	,	DUT.I51.I168.I138.a	,	DUT.I51.I168.I138.M125	,	preg	,	s	,	g
bridge_3574	,	VDDc!	,	DUT.I51.I168.I138.net46	,	DUT.I51.I168.I138.M129	,	preg	,	s	,	d
bridge_3575	,	VDDc!	,	DUT.I51.I168.I138.net44	,	DUT.I51.I168.I138.M125	,	preg	,	s	,	d
bridge_3576	,	VDDc!	,	DUT.I51.I168.I138.net42	,	DUT.I51.I168.I138.M123	,	preg	,	s	,	d
bridge_3577	,	VDDc!	,	DUT.I51.I168.I138.net40	,	DUT.I51.I168.I138.M43	,	preg	,	s	,	d
bridge_3578	,	VDDc!	,	DUT.I51.I150.net7	,	DUT.I51.I150.M3	,	preg	,	s	,	g
bridge_3579	,	VDDc!	,	DUT.I51.I150.net7	,	DUT.I51.I150.M85	,	nreg	,	d	,	g
bridge_3580	,	VDDc!	,	DUT.I51.I150.net12	,	DUT.I51.I150.M3	,	preg	,	s	,	d
bridge_3581	,	VDDc!	,	DUT.I51.I150.net6	,	DUT.I51.I150.M81	,	preg	,	s	,	d
bridge_3582	,	VDDc!	,	DUT.I51.I150.net10	,	DUT.I51.I150.M91	,	nreg	,	d	,	s
bridge_3583	,	VDDc!	,	DUT.I51.I150.net4	,	DUT.I51.I150.M85	,	nreg	,	d	,	s
bridge_3584	,	VDDc!	,	DUT.I51.I9.net26	,	DUT.I51.I9.ptrans22	,	preg	,	s	,	g
bridge_3585	,	VDDc!	,	DUT.I51.I9.net41	,	DUT.I51.I9.ptrans23	,	preg	,	s	,	d
bridge_3586	,	VDDc!	,	DUT.I51.I8.net26	,	DUT.I51.I8.ptrans22	,	preg	,	s	,	g
bridge_3587	,	VDDc!	,	DUT.I51.I8.net41	,	DUT.I51.I8.ptrans23	,	preg	,	s	,	d
bridge_3588	,	VDDc!	,	DUT.I51.I1.net26	,	DUT.I51.I1.ptrans22	,	preg	,	s	,	g
bridge_3589	,	VDDc!	,	DUT.I51.I1.net41	,	DUT.I51.I1.ptrans23	,	preg	,	s	,	d
bridge_3590	,	VDDc!	,	DUT.I51.I2.net26	,	DUT.I51.I2.ptrans22	,	preg	,	s	,	g
bridge_3591	,	VDDc!	,	DUT.I51.I2.net41	,	DUT.I51.I2.ptrans23	,	preg	,	s	,	d
bridge_3592	,	VDDc!	,	DUT.I51.I171.net26	,	DUT.I51.I171.ptrans22	,	preg	,	s	,	g
bridge_3593	,	VDDc!	,	DUT.I51.I171.net41	,	DUT.I51.I171.ptrans23	,	preg	,	s	,	d
bridge_3594	,	VDDc!	,	DUT.I51.I6.net26	,	DUT.I51.I6.ptrans22	,	preg	,	s	,	g
bridge_3595	,	VDDc!	,	DUT.I51.I6.net41	,	DUT.I51.I6.ptrans23	,	preg	,	s	,	d
bridge_3596	,	VDDc!	,	DUT.I51.I4.net26	,	DUT.I51.I4.ptrans22	,	preg	,	s	,	g
bridge_3597	,	VDDc!	,	DUT.I51.I4.net41	,	DUT.I51.I4.ptrans23	,	preg	,	s	,	d
bridge_3598	,	VDDc!	,	DUT.I42.refbuf	,	DUT.I42.I83.M123	,	preg	,	s	,	g
bridge_3599	,	VDDc!	,	DUT.I42.refbuf	,	DUT.I42.I83.M48	,	preg	,	s	,	g
bridge_3600	,	VDDc!	,	DUT.I42.refbuf	,	DUT.I42.I82.M123	,	preg	,	s	,	g
bridge_3601	,	VDDc!	,	DUT.I42.refbuf	,	DUT.I42.I82.M48	,	preg	,	s	,	g
bridge_3602	,	VDDc!	,	DUT.I42.refbuf	,	DUT.I42.I81.M123	,	preg	,	s	,	g
bridge_3603	,	VDDc!	,	DUT.I42.refbuf	,	DUT.I42.I81.M48	,	preg	,	s	,	g
bridge_3604	,	VDDc!	,	DUT.I42.refbuf	,	DUT.I42.I85.M123	,	preg	,	s	,	g
bridge_3605	,	VDDc!	,	DUT.I42.refbuf	,	DUT.I42.I85.M48	,	preg	,	s	,	g
bridge_3606	,	VDDc!	,	DUT.I42.refbuf	,	DUT.I42.I84.M123	,	preg	,	s	,	g
bridge_3607	,	VDDc!	,	DUT.I42.refbuf	,	DUT.I42.I84.M48	,	preg	,	s	,	g
bridge_3608	,	VDDc!	,	DUT.I42.refbuf	,	DUT.I42.I138.M123	,	preg	,	s	,	g
bridge_3609	,	VDDc!	,	DUT.I42.refbuf	,	DUT.I42.I138.M48	,	preg	,	s	,	g
bridge_3610	,	VDDc!	,	DUT.I42.refbuf	,	DUT.I42.I61.ptrans10	,	preg	,	s	,	d
bridge_3611	,	VDDc!	,	DUT.I42.net031	,	DUT.I42.I83.M129	,	preg	,	s	,	g
bridge_3612	,	VDDc!	,	DUT.I42.net031	,	DUT.I42.I83.M43	,	preg	,	s	,	g
bridge_3613	,	VDDc!	,	DUT.I42.net031	,	DUT.I42.I82.M55	,	preg	,	s	,	d
bridge_3614	,	VDDc!	,	DUT.I42.net032	,	DUT.I42.I83.M55	,	preg	,	s	,	d
bridge_3615	,	VDDc!	,	DUT.I42.net032	,	DUT.I42.I84.M129	,	preg	,	s	,	g
bridge_3616	,	VDDc!	,	DUT.I42.net032	,	DUT.I42.I84.M43	,	preg	,	s	,	g
bridge_3617	,	VDDc!	,	DUT.I42.net070	,	DUT.I42.I83.M0	,	preg	,	s	,	d
bridge_3618	,	VDDc!	,	DUT.I42.net070	,	DUT.I42.I83.M55	,	preg	,	s	,	g
bridge_3619	,	VDDc!	,	DUT.I42.net070	,	DUT.I42.I83.M49	,	preg	,	s	,	d
bridge_3620	,	VDDc!	,	DUT.I42.reset	,	DUT.I42.I83.I0.ptrans10	,	preg	,	s	,	g
bridge_3621	,	VDDc!	,	DUT.I42.reset	,	DUT.I42.I82.I0.ptrans10	,	preg	,	s	,	g
bridge_3622	,	VDDc!	,	DUT.I42.reset	,	DUT.I42.I81.I0.ptrans10	,	preg	,	s	,	g
bridge_3623	,	VDDc!	,	DUT.I42.reset	,	DUT.I42.I85.I0.ptrans10	,	preg	,	s	,	g
bridge_3624	,	VDDc!	,	DUT.I42.reset	,	DUT.I42.I84.I0.ptrans10	,	preg	,	s	,	g
bridge_3625	,	VDDc!	,	DUT.I42.reset	,	DUT.I42.I121.ptrans10	,	preg	,	s	,	d
bridge_3626	,	VDDc!	,	DUT.I42.net030	,	DUT.I42.I82.M129	,	preg	,	s	,	g
bridge_3627	,	VDDc!	,	DUT.I42.net030	,	DUT.I42.I82.M43	,	preg	,	s	,	g
bridge_3628	,	VDDc!	,	DUT.I42.net030	,	DUT.I42.I81.M55	,	preg	,	s	,	d
bridge_3629	,	VDDc!	,	DUT.I42.net071	,	DUT.I42.I82.M0	,	preg	,	s	,	d
bridge_3630	,	VDDc!	,	DUT.I42.net071	,	DUT.I42.I82.M55	,	preg	,	s	,	g
bridge_3631	,	VDDc!	,	DUT.I42.net071	,	DUT.I42.I82.M49	,	preg	,	s	,	d
bridge_3632	,	VDDc!	,	DUT.I42.net060	,	DUT.I42.I81.M0	,	preg	,	s	,	d
bridge_3633	,	VDDc!	,	DUT.I42.net060	,	DUT.I42.I81.M55	,	preg	,	s	,	g
bridge_3634	,	VDDc!	,	DUT.I42.net060	,	DUT.I42.I81.M49	,	preg	,	s	,	d
bridge_3635	,	VDDc!	,	DUT.I42.net033	,	DUT.I42.I85.M129	,	preg	,	s	,	g
bridge_3636	,	VDDc!	,	DUT.I42.net033	,	DUT.I42.I85.M43	,	preg	,	s	,	g
bridge_3637	,	VDDc!	,	DUT.I42.net033	,	DUT.I42.I84.M55	,	preg	,	s	,	d
bridge_3638	,	VDDc!	,	DUT.I42.net012	,	DUT.I42.I85.M55	,	preg	,	s	,	d
bridge_3639	,	VDDc!	,	DUT.I42.net012	,	DUT.I42.I91.ptrans10	,	preg	,	s	,	g
bridge_3640	,	VDDc!	,	DUT.I42.net012	,	DUT.I42.I90.ptrans24	,	preg	,	s	,	g
bridge_3641	,	VDDc!	,	DUT.I42.net052	,	DUT.I42.I85.M0	,	preg	,	s	,	d
bridge_3642	,	VDDc!	,	DUT.I42.net052	,	DUT.I42.I85.M55	,	preg	,	s	,	g
bridge_3643	,	VDDc!	,	DUT.I42.net052	,	DUT.I42.I85.M49	,	preg	,	s	,	d
bridge_3644	,	VDDc!	,	DUT.I42.net065	,	DUT.I42.I84.M0	,	preg	,	s	,	d
bridge_3645	,	VDDc!	,	DUT.I42.net065	,	DUT.I42.I84.M55	,	preg	,	s	,	g
bridge_3646	,	VDDc!	,	DUT.I42.net065	,	DUT.I42.I84.M49	,	preg	,	s	,	d
bridge_3647	,	VDDc!	,	DUT.I42.net0120	,	DUT.I42.I121.ptrans10	,	preg	,	s	,	g
bridge_3648	,	VDDc!	,	DUT.I42.net0120	,	DUT.I42.I120.ptrans10	,	preg	,	s	,	d
bridge_3649	,	VDDc!	,	DUT.I42.net011	,	DUT.I42.I6.ptrans10	,	preg	,	s	,	g
bridge_3650	,	VDDc!	,	DUT.I42.net011	,	DUT.I42.I7.ptrans10	,	preg	,	s	,	d
bridge_3651	,	VDDc!	,	DUT.I42.net043	,	DUT.I42.I6.ptrans10	,	preg	,	s	,	d
bridge_3652	,	VDDc!	,	DUT.I42.net043	,	DUT.I42.I60.ptrans10	,	preg	,	s	,	g
bridge_3653	,	VDDc!	,	DUT.I42.net09	,	DUT.I42.I3.ptrans10	,	preg	,	s	,	g
bridge_3654	,	VDDc!	,	DUT.I42.net09	,	DUT.I42.I4.ptrans10	,	preg	,	s	,	d
bridge_3655	,	VDDc!	,	DUT.I42.net025	,	DUT.I42.I3.ptrans10	,	preg	,	s	,	d
bridge_3656	,	VDDc!	,	DUT.I42.net025	,	DUT.I42.I59.ptrans10	,	preg	,	s	,	g
bridge_3657	,	VDDc!	,	DUT.I42.net5	,	DUT.I42.I0.ptrans10	,	preg	,	s	,	g
bridge_3658	,	VDDc!	,	DUT.I42.net5	,	DUT.I42.I1.ptrans10	,	preg	,	s	,	d
bridge_3659	,	VDDc!	,	DUT.I42.net026	,	DUT.I42.I0.ptrans10	,	preg	,	s	,	d
bridge_3660	,	VDDc!	,	DUT.I42.net026	,	DUT.I42.I58.ptrans10	,	preg	,	s	,	g
bridge_3661	,	VDDc!	,	DUT.I42.net6	,	DUT.I42.I16.ptrans10	,	preg	,	s	,	g
bridge_3662	,	VDDc!	,	DUT.I42.net6	,	DUT.I42.I15.ptrans10	,	preg	,	s	,	d
bridge_3663	,	VDDc!	,	DUT.I42.net046	,	DUT.I42.I16.ptrans10	,	preg	,	s	,	d
bridge_3664	,	VDDc!	,	DUT.I42.net046	,	DUT.I42.I57.ptrans10	,	preg	,	s	,	g
bridge_3665	,	VDDc!	,	DUT.I42.net0119	,	DUT.I42.I123.ptrans10	,	preg	,	s	,	g
bridge_3666	,	VDDc!	,	DUT.I42.net0119	,	DUT.I42.I122.ptrans10	,	preg	,	s	,	d
bridge_3667	,	VDDc!	,	DUT.I42.net0123	,	DUT.I42.I123.ptrans10	,	preg	,	s	,	d
bridge_3668	,	VDDc!	,	DUT.I42.net0123	,	DUT.I42.I51.ptrans3	,	preg	,	s	,	g
bridge_3669	,	VDDc!	,	DUT.I42.net020	,	DUT.I42.I122.ptrans10	,	preg	,	s	,	g
bridge_3670	,	VDDc!	,	DUT.I42.net020	,	DUT.I42.I66.ptrans10	,	preg	,	s	,	d
bridge_3671	,	VDDc!	,	DUT.I42.net0117	,	DUT.I42.I120.ptrans10	,	preg	,	s	,	g
bridge_3672	,	VDDc!	,	DUT.I42.net0117	,	DUT.I42.I17.M91	,	nreg	,	d	,	g
bridge_3673	,	VDDc!	,	DUT.I42.net0118	,	DUT.I42.I119.ptrans10	,	preg	,	s	,	g
bridge_3674	,	VDDc!	,	DUT.I42.net0118	,	DUT.I42.I118.ptrans10	,	preg	,	s	,	d
bridge_3675	,	VDDc!	,	DUT.I42.net035	,	DUT.I42.I119.ptrans10	,	preg	,	s	,	d
bridge_3676	,	VDDc!	,	DUT.I42.net035	,	DUT.I42.I98.ptrans10	,	preg	,	s	,	g
bridge_3677	,	VDDc!	,	DUT.I42.net029	,	DUT.I42.I118.ptrans10	,	preg	,	s	,	g
bridge_3678	,	VDDc!	,	DUT.I42.net029	,	DUT.I42.I114.ptrans10	,	preg	,	s	,	d
bridge_3679	,	VDDc!	,	DUT.I42.net049	,	DUT.I42.I117.ptrans10	,	preg	,	s	,	d
bridge_3680	,	VDDc!	,	DUT.I42.net049	,	DUT.I42.I116.ptrans24	,	preg	,	s	,	g
bridge_3681	,	VDDc!	,	DUT.I42.net0101	,	DUT.I42.I115.ptrans10	,	preg	,	s	,	g
bridge_3682	,	VDDc!	,	DUT.I42.net0101	,	DUT.I42.I103.ptrans10	,	preg	,	s	,	d
bridge_3683	,	VDDc!	,	DUT.I42.net0107	,	DUT.I42.I115.ptrans10	,	preg	,	s	,	d
bridge_3684	,	VDDc!	,	DUT.I42.net0107	,	DUT.I42.I114.ptrans10	,	preg	,	s	,	g
bridge_3685	,	VDDc!	,	DUT.I42.net078	,	DUT.I42.I104.ptrans10	,	preg	,	s	,	g
bridge_3686	,	VDDc!	,	DUT.I42.net078	,	DUT.I42.I102.ptrans10	,	preg	,	s	,	d
bridge_3687	,	VDDc!	,	DUT.I42.net093	,	DUT.I42.I104.ptrans10	,	preg	,	s	,	d
bridge_3688	,	VDDc!	,	DUT.I42.net093	,	DUT.I42.I103.ptrans10	,	preg	,	s	,	g
bridge_3689	,	VDDc!	,	DUT.I42.net092	,	DUT.I42.I102.ptrans10	,	preg	,	s	,	g
bridge_3690	,	VDDc!	,	DUT.I42.net092	,	DUT.I42.I101.ptrans10	,	preg	,	s	,	d
bridge_3691	,	VDDc!	,	DUT.I42.net042	,	DUT.I42.I101.ptrans10	,	preg	,	s	,	g
bridge_3692	,	VDDc!	,	DUT.I42.net042	,	DUT.I42.I100.ptrans24	,	preg	,	s	,	g
bridge_3693	,	VDDc!	,	DUT.I42.net042	,	DUT.I42.I76.ptrans22	,	preg	,	s	,	d
bridge_3694	,	VDDc!	,	DUT.I42.net045	,	DUT.I42.I99.ptrans10	,	preg	,	s	,	g
bridge_3695	,	VDDc!	,	DUT.I42.net045	,	DUT.I42.I98.ptrans10	,	preg	,	s	,	d
bridge_3696	,	VDDc!	,	DUT.I42.net084	,	DUT.I42.I99.ptrans10	,	preg	,	s	,	d
bridge_3697	,	VDDc!	,	DUT.I42.net084	,	DUT.I42.I96.ptrans10	,	preg	,	s	,	g
bridge_3698	,	VDDc!	,	DUT.I42.net099	,	DUT.I42.I97.ptrans10	,	preg	,	s	,	g
bridge_3699	,	VDDc!	,	DUT.I42.net099	,	DUT.I42.I96.ptrans10	,	preg	,	s	,	d
bridge_3700	,	VDDc!	,	DUT.I42.net091	,	DUT.I42.I97.ptrans10	,	preg	,	s	,	d
bridge_3701	,	VDDc!	,	DUT.I42.net091	,	DUT.I42.I100.ptrans23	,	preg	,	s	,	g
bridge_3702	,	VDDc!	,	DUT.I42.net079	,	DUT.I42.I94.ptrans10	,	preg	,	s	,	g
bridge_3703	,	VDDc!	,	DUT.I42.net079	,	DUT.I42.I92.ptrans10	,	preg	,	s	,	d
bridge_3704	,	VDDc!	,	DUT.I42.net080	,	DUT.I42.I94.ptrans10	,	preg	,	s	,	d
bridge_3705	,	VDDc!	,	DUT.I42.net080	,	DUT.I42.I93.ptrans10	,	preg	,	s	,	g
bridge_3706	,	VDDc!	,	DUT.I42.net076	,	DUT.I42.I93.ptrans10	,	preg	,	s	,	d
bridge_3707	,	VDDc!	,	DUT.I42.net076	,	DUT.I42.I88.ptrans10	,	preg	,	s	,	g
bridge_3708	,	VDDc!	,	DUT.I42.net040	,	DUT.I42.I92.ptrans10	,	preg	,	s	,	g
bridge_3709	,	VDDc!	,	DUT.I42.net040	,	DUT.I42.I91.ptrans10	,	preg	,	s	,	d
bridge_3710	,	VDDc!	,	DUT.I42.net087	,	DUT.I42.I89.ptrans10	,	preg	,	s	,	g
bridge_3711	,	VDDc!	,	DUT.I42.net087	,	DUT.I42.I88.ptrans10	,	preg	,	s	,	d
bridge_3712	,	VDDc!	,	DUT.I42.net036	,	DUT.I42.I89.ptrans10	,	preg	,	s	,	d
bridge_3713	,	VDDc!	,	DUT.I42.net036	,	DUT.I42.I86.ptrans10	,	preg	,	s	,	g
bridge_3714	,	VDDc!	,	DUT.I42.net088	,	DUT.I42.I87.ptrans10	,	preg	,	s	,	g
bridge_3715	,	VDDc!	,	DUT.I42.net088	,	DUT.I42.I86.ptrans10	,	preg	,	s	,	d
bridge_3716	,	VDDc!	,	DUT.I42.net089	,	DUT.I42.I87.ptrans10	,	preg	,	s	,	d
bridge_3717	,	VDDc!	,	DUT.I42.net089	,	DUT.I42.I90.ptrans23	,	preg	,	s	,	g
bridge_3718	,	VDDc!	,	DUT.I42.net0104	,	DUT.I42.I113.ptrans10	,	preg	,	s	,	g
bridge_3719	,	VDDc!	,	DUT.I42.net0104	,	DUT.I42.I111.ptrans10	,	preg	,	s	,	d
bridge_3720	,	VDDc!	,	DUT.I42.net095	,	DUT.I42.I113.ptrans10	,	preg	,	s	,	d
bridge_3721	,	VDDc!	,	DUT.I42.net095	,	DUT.I42.I112.ptrans10	,	preg	,	s	,	g
bridge_3722	,	VDDc!	,	DUT.I42.net0102	,	DUT.I42.I112.ptrans10	,	preg	,	s	,	d
bridge_3723	,	VDDc!	,	DUT.I42.net0102	,	DUT.I42.I107.ptrans10	,	preg	,	s	,	g
bridge_3724	,	VDDc!	,	DUT.I42.net094	,	DUT.I42.I111.ptrans10	,	preg	,	s	,	g
bridge_3725	,	VDDc!	,	DUT.I42.net094	,	DUT.I42.I110.ptrans10	,	preg	,	s	,	d
bridge_3726	,	VDDc!	,	DUT.I42.net023	,	DUT.I42.I69.ptrans10	,	preg	,	s	,	g
